A§o,Fecha,Divisi¢n,Brigada,Unidad Reporta Informaci¢n,GAO,FG/BLOQUE/ESTRUCTURA,SE/CM/CP./FU/FT,Tipo de Afectaci¢n,Actividad,Tipo de Actividad,Pa°s,Departamento,Municipio,Vereda o Sitio,Informaci¢n
2025,23/08/2025,DIV4,BR22,BASMO51,GAO-R FACCI‡N MORDISCO,BLOQUE AMAZONAS,ESTRUCTURA 1 ARMANDO RIOS,Poblaci¢n Civil,Proselitismo,Pancarta,Colombia,Guaviare,Miraflores,BARRANQUILLITA ,"23-AGO-2025 PROSELITISMO: Se logr¢ la destrucci¢n de cuatro (0)4 pancartas alusivas al GAOr estructura 1 ?Armando R°os? colocada por integrantes de mencionada organizaci¢n criminal, Se realiza la destrucci¢n en coordenadas aproximadas N 01¯31'49.10? W 72¯14'54.29"" centro poblado de la vereda de Barranquillita, durante el procedimiento se percat¢ de la presencia de alrededor de 80 civiles de diferentes veredas, instrumentalizados bajo amenaza con el fin de sacar las tropas. EVAL A1 PROC BASMO51."
2025,23/08/2025,DIV8,BR18,BAS18,GAO ELN,FG ORIENTAL,FT. DOMINGO LA÷N SANZ,Fuerza P£blica,Acci¢n Terrorista,Hostigamiento,Colombia,Arauca,Arauca,CANTON  MILITAR SANTA BARBARA,"24-AGO-2025; HOSTIGAMIENTO BASMIL PLATINO: Siendo aproximadamente las 18:40 del d°a 23 de agosto del presente a§o, se presenta hostigamiento mediante 02 disparos con armas de fuego de corto alcance, contra los puestos de centinela de la BASMIL PLATINO, ubicada en el Cant¢n Militar Santa B†rbara de la DÇcima Octava Brigada del EjÇrcito Nacional, en coordenadas aproximadas LN 7¯3'21 LW 70¯45'0, del municipio de Arauca (Arauca). Personal y armamento sin novedad. EVAL: A1 ? PROC B2-BR18."
2025,23/08/2025,DIV3,BR23,GMCAB3,GAO ELN,FG SUROCCIDENTAL,FT. JOSê MAR÷A BECERRA,Poblaci¢n Civil,Proselitismo,Reuni¢n Poblaci¢n Civil,Colombia,Nari§o,T£querres,v°a T£querres - Samaniego,"23-AGOSTO-2025: DESTRUCCI‡N: en rancho grande del municipio de T£querres (Nari§o), en coordenadas 1ß 12' 51"" N 77ß 39' 20"" W, tropas del grupo de caballer°a mediano No.3 ""General Jose Mar°a Cabal"" en desarrollo de la l°nea de operaciones loo paya, en marco de operaciones estabilidad. en cumplimiento al plan de campa§a estratÇgico ayacucho plus y en cumplimiento a la orden de operaciones N¯021 alfil, la unidad bucefalo 2 del GRULI N¯8 agregada operacionalmente al GMCAB, en desarrollo de tarea t†ctica reconocer mediante tÇcnica de reconocimiento en la v°a T£querres - Samaniego, se encuentra 01 bandera alusiva al grupo armado ELN, se verifica el lugar, se aseguran v°as de aproximaci¢n y se procede a la destrucci¢n, el cual se realiz¢ con el mÇtodo de quema controlada minimizando el impacto ambiental.

Resultados:

Destruido(a) - 1 und(s) - documentos - propaganda alusiva grupos armados
Operacion de apoyo de coordinaci¢n interagencial con: fiscal°a EVAL A1 PROC GMCAB.
"
2025,23/08/2025,DIV3,BR23,GMCAB3,GAO COMUNEROS DEL SUR,GAO COMUNEROS DEL SUR,FT. COMUNEROS DEL SUR,Poblaci¢n Civil,Proselitismo,Pancarta,Colombia,Nari§o,Santacruz,casco urbano Guachavez ,"23-AGOSTO-2025: DESTRUCCI‡N: En el casco urbano Guachavez del municipio de Santacruz (Nari§o), en coordenadas 1ß 13' 21"" N 77ß 40' 9"" W, tropas del grupo de caballer°a mediano No.3 ""General Jose Mar°a Cabal"" en desarrollo de la l°nea de operaciones loo paya, en marco de operaciones estabilidad en cumplimiento al plan de campa§a estratÇgico ayacucho plus y en cumplimiento a la orden de operaciones N¯021 alfil, la unidad ASPC 2 , en desarrollo de tarea t†ctica reconocer mediante tÇcnica de reconocimiento en la v°a, se encuentra 01 bandera alusiva al grupo armado ELN ""comuneros del sur"", se verifica el lugar, se aseguran v°as de aproximaci¢n y se procede a la destrucci¢n , el cual se realiz¢ con el mÇtodo de quema controlada minimizando el impacto ambiental.

Resultados:
destruido(a) - 1 und(s) - documentos - propaganda alusiva grupos armados operaci¢n de apoyo de coordinaci¢n interagencial con: fiscal°a EVAL A1 PROC GMCAB.
"
2025,23/08/2025,DIV3,BR29,BAMHE4,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA CARLOS PATI•O,Fuerza P£blica,Acci¢n Terrorista,µrea Minada,Colombia,Cauca,Pat°a,vereda Chondural ,"23-AGOSTO-2025: ARTEFACTO EXPLOSIVO: En vereda Chondural del municipio de Pat°a (Cauca), en coordenadas 2ß 5' 52"" N 77ß 0' 32"" W, tropas del batall¢n de alta monta§a No.4 ""gr benjamin herrera cortes"" en desarrollo de la l°nea de operaciones loo paya, en marco de operaciones defensivas. desarrollo plan de operaciones ordop 019 jerem°as tarea defensiva, unidad acero 1 en zona rural vereda Chondural - la Patia Cauca, realiza tarea t†ctica asegurar prop¢sito realizar puesto de control unidad reporta activaci¢n A.E.I por parte integrantes estructura GAOr Carlos Pati§o, resulta heridos 01 cabo tercero 02 soldado profesionales, terminado hecho se verifica armamento sin novedad spoa 190016000601202520189, 

Resultados:
herido(a) por acci¢n de minas - 1 per(s) - soldados - ejercito - slp masculino Hermes Alejandro
Campos Garcia cc. 1007556179 pierna izquierda herido l¢bulo izquierdo - cadera - extremidades
Inferiores heridas(a) por acci¢n de minas - 1 per(s) - soldados - ejercito - slp masculino Luis Mateus Montoya
Giraldo cc. 1001749098 no aplica aturdido por onda explosiva
herido(a) por acci¢n de minas - 1 per(s) - suboficiales ? ejÇrcito EVAL A1 PROC BAMHE.
"
2025,23/08/2025,DIV2,BR30,GMMAZ5,GAO ELN,FG NORORIENTAL,FT. CAMILO TORRES RESTREPO,Poblaci¢n Civil,Proselitismo,Pancarta,Colombia,Norte de Santander,C£cuta,vereda Buenos Aires San JosÇ de C£cuta (Norte de Santander),"23-AGO-2025, PROSELITISMO: mediante informaci¢n suministrada por fuente humana y confirmada por Ponal Mecuc, se tiene conocimiento 02 pancartas en coordenadas geogr†ficas N 08¯3'27.72"" W 72¯24'25.35?, en la vereda Buenos Aires San JosÇ de C£cuta (Norte de Santander), alusivas al frente de Guerra Urbano Nacional Comandante En Jefe Camilo Torres Restrepo del GAO ELN., en esta †rea delinque el FURAG. EVAL: A1 - PROC: GMMAZ."
2025,23/08/2025,DIV3,BR29,BAMHE4,GAO-R FACCI‡N MORDISCO,SIN ESTABLECER,SIN ESTABLECER,Fuerza P£blica,Acci¢n Terrorista,Hostigamiento,Colombia,Cauca,La Vega,vereda Guayabillas ,"23-AGOSTO-2025: ATAQUE FUERZA PUBLICA: En vereda Guayabillas del municipio de la Vega (Cauca), en coordenadas 2ß 6' 15"" N 76ß 46' 51"" W, tropas del batall¢n de alta monta§a No.4 ""gr Benjamin Herrera Cortes"" en desarrollo de la l°nea de operaciones loo paya, en marco de operaciones ofensivas. desarrollo tareas t†cticas movimiento al contacto x unidad cromo 1 reporta ataque mediante el empleo de francotirador por parte de integrantes del GAO ELN F.M.V.C.  unidad reacciona empleando armas tipo fusil para repeler el ataque en desarrollo maniobra resulta herido por proyectil de arma de largo alcance en parte del t¢rax  01 slp.

Resultados:

herido(a) por francotirador - 1 per(s) - soldados - ejercito - slp masculino Juan David Ariza
delgadillo 1082400955 pecho
hostigamiento - 1 und(s) - unidad movimiento ? ejÇrcito EVAL A1 PROC BAMHE.
"
2025,23/08/2025,DIV3,COAPO,BATOT12,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA DAGOBERTO RAMOS,Fuerza P£blica,Acci¢n Terrorista,Hostigamiento,Colombia,Cauca,Corinto,vereda la Capilla ,"23-AGOSTO-2025: ATAQUE FUERZA PUBLICA: En vereda la Capilla del municipio de Corinto (Cauca), en coordenadas 3ß 7' 55"" N 76ß 15' 6"" W, tropas del batall¢n de operaciones terrestres no. 12 tipo b en desarrollo de la l°nea de operaciones loo paya, en marco de operaciones ofensivas. tropas BATOT12 batallador 1 en el desarrollo tarea ofensiva 012 marte fueron hostigados con r†fagas de fusil y lanzamiento de artefactos explosivos en el envolvimiento es resultado herido el slp Espinoza cortes Gabriel Alfonso a la altura del pecho es atendido por el enfermero de combate de la unidad evento 03 de mayo 2025.

Resultados:

herido(a) por hostigamiento - 1 per(s) - soldados - ejercito - slp masculino Gabriel Alfonso espinosa cortes 1121881720 pecho durante desarrollo de la maniobra es afectado a la altura del pecho - slp. Espinoza cortes Gabriel identificado con cedula no 1121881720 - impactado en el pecho hostigamiento - 1 und(s) - unidad movimiento - ejercito - vereda la capilla Batot 2 unidad batallador 1 atacada EVAL A1 PROC BATOT12
"
2025,23/08/2025,DIV5,FUDRA5,BADRA13,GAO-R FACCI‡N MORDISCO,BLOQUE CENTRAL,ESTRUCTURA ISMAEL RU÷Z,Poblaci¢n Civil,Proselitismo,Pancarta,Colombia,Tolima,Planadas,Gaitania,"23-AGO-2025 PROSELITISMO: Mediante informaci¢n suministrada Fuente humana se tiene conocimiento de la ubicaci¢n de 01 pancarta alusiva al Gao-r Estructura Ismael Ruiz, a un lado de la V°a que comunica corregimiento de Gaitania con la AETCR El Oso Coordenadas aproximadas 03¯4'48""-75¯41'13"" perteneciente al municipio de Planadas (Tolima). EVAL. A-1 PROC. BADRA13."
2025,23/08/2025,DIV5,FUDRA5,BADRA13,GAO-R FACCI‡N MORDISCO,BLOQUE CENTRAL,ESTRUCTURA ISMAEL RU÷Z,Poblaci¢n Civil,Proselitismo,Pancarta,Colombia,Tolima,Rioblanco,corregimiento de la Herrera ,"23-AGO-2025 PROSELITISMO:  se tiene conocimiento de la ubicaci¢n de una (1) pancarta alusiva al GAO-r Estructura Ismael Ruiz en la V°a que comunica corregimiento de la Herrera con el municipio de Rioblanco del departamento del (Tolima) en Coordenadas aproximadas 03¯4'48""-75¯41'13"", menciona la fuente que esta pancarta habr°a sido instalada por dos (2) sujetos integrantes de las redes de apoyo a la Estructura los cuales se estar°an movilizando en una motocicleta. EVAL. A-1 PROC. BADRA13."
2025,23/08/2025,DIV1,BR19,BASRO48,GAO ELN,FG DRC,FT. GUILLERMO ARIZA,Poblaci¢n Civil,Acci¢n Terrorista,µrea Minada,Colombia,Bol°var,Montecristo,Alto de las Brujas,"23-AGO-2025 CAMPO MINADO: 02 civles pisan un campo minado,en area general del Alto de las Brujas, Municipio de Montecristo (Bolivar). En coordenadas N 7¯40'21.48""  W 74¯28'49.84"" donde uno de ellos pierde la vida y el otro es llevado hasta el corregimiento de los canelos casi por 5 horas para que le brinde los primero auxilios, en el area delinque GAO ELN y GAO CG. ambos grupos instalan para su defensa y caen los campesinos. PROC: OSINT "
2025,24/08/2025,DIV7,BR4,BIGIR10,GAO-R FACCI‡N CALARCµ,BLOQUE MAGDALENA MEDIO,ESTRUCTURA 36,Fuerza P£blica,Acci¢n Terrorista,A.E.I,Colombia,Antioquia,San AndrÇs de Cuerqu°a,El Hoyo,"24-AGO-2025 DESTRUCCI‡N AE: En cumplimiento al plan de operaciones Ayacucho, objetivo estratÇgico No.1, la poblaci¢n Civil que transitaba por la v°a observa en coordenadas aproximadas 06¯57'57""N - 75¯39'10.94""W, sector conocido como El Hoyo (kil¢metro 9 + 800), v°a la cual conduce desde el municipio de San AndrÇs de Cuerquia al Corregimiento del Valle de Toledo, se observa la instalaci¢n de un cilindro de Gas atravesado con cables, instalado al parecer por el GAO-r E-36, se inicia el procedimiento y barrido del †rea por parte de la tropa, quienes son hostigados desde la parte alta, hacia Santa Gertrudis, se logra la desactivaci¢n de 02 AE que se encontraban cerca al cilindro. EVAL. A-1 S2 BIGIR."
2025,24/08/2025,DIV8,BR18,BAEEV18,GAO ELN,FG ORIENTAL,CP. SIMACOTA,Poblaci¢n Civil,Proselitismo,Pancarta,Colombia,Arauca,Saravena,BARRIO  MONTEBELLO  ,"se obtuvo  informacion por redes sociales  sobre  la instalacion de  una bandera tipo pendon alusiva  aniversaro 61  al  GAO ELN  fue ubicadocasco urbano SARAVENA especificamente en la via Ôprincipal que conduce al municipio de Fortul  en inmediaciones  del Barrio Montebello
"
2025,24/08/2025,DIV7,BR14,BIBOM42,GAO-R FACCI‡N CALARCµ,BLOQUE MAGDALENA MEDIO,ESTRUCTURA 36,Poblaci¢n Civil,Desplazamiento Forzado,Poblaci¢n Civil,Colombia,Antioquia,Amalfi,Los Toros,"24-AGO-25 DESPLAZAMIENTO FORZADO: de 20 familias - 45 personas de la vereda Los Toros de Amalfi, (Antioquia), en coordenadas de referencia (N 07¯11?46? ? W 74¯57?16?), se desplazadas por temor a nuevos ataques en la zona, luego del atentado a un helic¢ptero de la PONAL el pasado 21 de agosto del a§o en curso, por integrantes del GAO-r E-36, Se desplazaron al casco urbano del municipio en menci¢n.  EVAL. A-1 PROC. OSINT.      https://www.elespectador.com/colombia/medellin/al-menos-20-familias-quedaron-desplazadas-tras-ataque-a-helicoptero-en-amalfi-antioquia/"
2025,25/08/2025,DIV3,FUDRA4,BADRA11,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA CARLOS PATI•O,Fuerza P£blica,Acci¢n Terrorista,Drone con Explosivos,Colombia,Cauca,El Tambo,Vereda Dos Palmas,"25 AGO 2025 NEUTRALIZACIONES ACCIONES TERRORISTAS GAO - RESIDUAL DISIDENCIAS FARC
ESTRUCTURA CARLOS PATI•O ampliaci¢n (no), en dos palmas del municipio de el Tambo (Cauca), en coordenadas 2ß 28' 53"" N 77ß 13' 59"" W, tropas del Batall¢n De Despliegue R†pido No.11 en desarrollo de la l°nea de operaciones loo paya, en marco de operaciones ofensivas. en desarrollo de la orden de operaciones ofensiva no. 014 ""ad†n"", el tercer pelot¢n de la compa§°a Artemis del BADRA11, con apoyo del cerbero de la FAC se logra la detecci¢n e inhibici¢n de aeronave no tripulada (dron) negando Çxito al enemigo, esta intenci¢n de ataque ser°a perteneciente a la compa§°a ""Fardey Diaz"" de la estructura ""Carlos Pati§o"", con los cuales pretend°an atentar en contra de la humanidad de las propias tropas.

RESULTADOS:

Derribado(A) - 1 Und(S) - Dron Ala Rotatoria ? Cuadricopteros DIV03 FUDRA4 BADRA11. 
"
2025,25/08/2025,DIV8,BR18,BIRAN18,GAO ELN,FG ORIENTAL,CP. CAPITµN POMARES,Fuerza P£blica,Acci¢n Terrorista,Francotirador,Colombia,Arauca,Puerto Rond¢n,BETOYES,"2417:30AGO2025: ATAQUE FRANCOTIRADOR COMPA•÷A CAPITAN POMARES BHYM GAO-ELN: Siendo las 11:30 horas, se present¢ una acci¢n ofensiva de disparo por francotirador contra uniformados de la subestaci¢n de Polic°a corregimiento de Betoyes, en las coordenadas aproximadas (6¯29'27.1""N - 71¯33'29.9 W""). El hecho de presento cuando un presunto integrante de la compa§°a Capit†n Pomares del autodenominado BHYM del FGO del GAO-ELN disparo hacia un uniformado el cual se encontraba en una garita de las instalaciones policiales, sin ser impactado. Es de resaltar, no se presentaron civiles ni personal uniformado lesionados. EVAL. A1 PROC. S2 BIRAN18."
2025,25/08/2025,DIV7,BR15,BATOT25,GAO CLAN DEL GOLFO,E. JAIRO DE JESÈS DURANGO RESTREPO,SAN JUAN,Poblaci¢n Civil,Confrontaci¢n,GAO ELN y GAO CG,Colombia,Choc¢,N¢vita,Guaranguao,"25-AGO-25 CONFRONTACI‡N ARMADA: entre integrantes del GAO ELN y Subestructura Jader Benitez Pantoja del GAO Clan del Golfo, en coordenadas de referencia (4¯55'57.00"" N - 76¯34'06.00"" O)en el sector Guaranguao del municipio de N¢vita (Choc¢). EVAL A1 PROC. BR15."
2025,25/08/2025,DIV2,BR30,BIJOS,GAO ELN,SIN ESTABLECER,SIN ESTABLECER,Poblaci¢n Civil,Desplazamiento Forzado,Poblaci¢n Civil,Colombia,Norte de Santander,Tib£,vereda Bertrania ,"DESPLAZAMIENTO MASIVO: mediante informaci¢n suministrada por fuente humana casual, se tuvo conocimiento de un desplazamiento masivo registrado el d°a 24 de agosto de 2025, hacia las 20:35 horas, cuando aproximadamente sesenta (60) habitantes en coordenadas geogr†ficas de referencia LN 08¯36'40.29"" ? LW 72¯46'04.89"" vereda Bertrania se trasladaron por sus propios medios hacia el casco urbano del municipio de Tib£ (Norte de Santander). Los afectados llegaron hasta la alcald°a municipal, solicitando refugio y ayudas humanitarias consistentes en alimentaci¢n y colchonetas, como consecuencia de las confrontaciones armadas entre integrantes del GAO ELN y el GAOr E33. Actualmente, las personas desplazadas se encuentran hospedadas en el alojamiento temporal Papa Francisco. EVAL. B1 PROC. BIJOS30."
2025,25/08/2025,DIV8,BR16,BIRNA44,GDO,SIN ESTABLECER,SIN ESTABLECER,Poblaci¢n Civil,Acci¢n Terrorista,Plan Pistola,Colombia,Casanare,Man°,VIA MANI AGUAZUL,"24-AGO25 POSIBLE INTENTO HOMICIDIO: Mediante informaci¢n suministrada por PONAL y medios abiertos se tuvo conocimiento que siendo aproximadamente las 22:50 del d°a 24 de agosto 2025 se realiz¢ un intento de homicidio en contra de la integridad del Se§or EDISON SILVA CONCEJAL del municipio de Man°, hecho ocurrido en coordenadas 4¯50'52""N - 72¯19'06""O, sobre la v°a que conduce del municipio de Man° hacia el municipio de Aguazul Casanare aproximadamente a 4 kil¢metros, hechos que son materia de investigaci¢n. PROC S2 BIRNA EVAL A1."
2025,26/08/2025,DIV1,BR19,BASRO48,GAO CLAN DEL GOLFO,E. AR÷STIDES MESA PAEZ,EUCLIDES ARLEY PêREZ G‡EZ,Fuerza P£blica,Acci¢n Terrorista,Drone con Explosivos,Colombia,Bol°var,Santa Rosa del Sur,Canelos ,"26-AGO-2025 ATAQUE AEI DRON: La unidad ARCABUS1 durante la noche del d°a anterior hacia las 18:00 HR sostiene ataque mediante aeronave no tripulada DRONE por la CM. Euclides Arley PÇrez Goez del GAO Clan del Golfo, mediante el desarrollo de operaciones militares sobre el sector de Canelos del municipio de Santa Rosa del Sur (Bol°var) en coordenadas aproximadas N 7¯54'44.85"" W 74¯15'37.04"", se logra repeler el ataque sin presentar afectaciones a la tropa EVAL.B2. PROC BASRO48"
2025,26/08/2025,DIV4,BR22,BIPAR19,GAO-R FACCI‡N MORDISCO,BLOQUE AMAZONAS,SUBESTRUCTURA 44,Fuerza P£blica,Retenci¢n ilegal,Soldado Profesional,Colombia,Guaviare,El Retorno,NUEVA  YORK ,"26-08-2025, Retenci¢n Ilegal: Por medio de comunicaci¢n abierta, se tiene conocimiento de la retenci¢n ilegal de un grupo de comandos al parecer 30 (sin confirmar el numero) sobre el area general de la vereda  Nueva  York del municipio  de  El Retorno Guaviare  en coordenadas aproximadas LN   2¯ 7'3.61? LW 72¯12'40.05? , por un grupo de personas, presidentes de junta de acci¢n comunal, guardias campesinas instrumentalizadas por el sujeto alias Yimmi Martines, mediante audios de difusi¢n a la poblaci¢n en general. OSINT
"
2025,27/08/2025,DIV2,BR30,GMMAZ5,GAO ELN,FG NORORIENTAL,FT. JUAN FERNANDO PORRAS MARTINEZ,Poblaci¢n Civil,Incineraci¢n,Vehiculo,Colombia,Norte de Santander,El Zulia,Ye de Astilleros,"26-AGO-2025, QUEMA DE VEH÷CULO: mediante informaci¢n suministrada por medios abiertos y confirmada por Ponal Mecuc, se tiene conocimiento de la quema de 01 veh°culo tipo cami¢n al parecer perteneciente a una contratista expendedora de cerveza, seg£n informan la autoridades 02 sujetos llegaron hasta este sector y rociaron gasolina sobre el veh°culo y proceden a prenderle fuego, hasta el momento no informan de personas civil afectado, en coordenadas geogr†ficas N 8¯6'26.61"" W 72¯34'58.91?, Vereda Pedregales - V°a nacional que conduce municipio del Zulia - Ye de Astilleros. (El Zulia) (Norte de Santander), las autoridades competentes se encuentran en el lugar de los hechos realizando las respectivas investigaciones. EVAL: A1 ? PROC: GMMAZ."
2025,27/08/2025,DIV2,BR30,GMMAZ5,GAO ELN,FG URBANO NACIONAL,FT. CARLOS GERMAN VELAZCO VILLAMIZAR,Fuerza P£blica,Acci¢n Terrorista,Plan Pistola,Colombia,Norte de Santander,Villa del Rosario,Barrio Gran Colombia- ,"26-AGO-2025, ATAQUE ARMADO A FUERZA PUBLICA: mediante informaci¢n obtenida por PONAL MECUC confirmada por medios abiertos, se tiene conocimiento de la el ataque con arma de fuego a un personal de la PONAL, en el momento que se desplazaban a realizar un procedimiento policial, fueron sorprendidos con disparos en coordenadas geogr†ficas N 7¯48'55.6"" W 72¯28'45.6"", Barrio Gran Colombia- Villa del Rosario (Norte de Santander ), hasta el momento informan de 01 persona civil herido y 01 uniformado  herido, las autoridades competentes se encuentran en el lugar de los hechos para realizar las respectivas investigaciones. EVAL: A1- PROC: GMMAZ."
2025,27/08/2025,DIV2,BR5,BAADA2,GAO-R FACCI‡N CALARCµ,BLOQUE MAGDALENA MEDIO,SUBESTRUCTURA 24,Poblaci¢n Civil,Proselitismo,Pancarta,Colombia,Antioquia,Yond¢,Puente Guillermo Gaviria,"26-AGO-2025, PROSELITISMO: en desarrollo de la operaci¢n defensiva, la unidad ASPC-31, a travÇs de fuente humana, logra conocer la informaci¢n sobre la adecuaci¢n de 01 Pancarta alusiva al GAO-r E24, Bloque Magdalena medio FARC EP, sobre la v°a principal que comunica los municipios Yond¢ Antioquia hacia Barrancabermeja (Santander), a la altura del Puente Guillermo Gaviria, en coordenadas aproximadas N  7¯04'46.11"" N  73¯53'45.17"", se procede a retirar dicho elemento con todas las medidas de seguridad y es llevado a la Base de Yond¢. EVAL: A1 - PROC: BAADA2.


"
2025,28/08/2025,DIV4,BR22,BIPAR19,GAO-R FACCI‡N MORDISCO,BLOQUE AMAZONAS,SUBESTRUCTURA 44,Fuerza P£blica,Acci¢n Terrorista,A.E.I,Colombia,Guaviare,San JosÇ del Guaviare,BARANCO CEIBA ,"28-AGO-2015: ACTIVACION AEI: Acuerdo integraci¢n S2BFLIM32, se tiene conocimiento que la Unidad ARC ""Harry Tous"" (Operaci¢n ADONIAS, despliegue operacional r°o Guaviare), mientras realizaba desplazamiento aguas arriba, pretend°a ser afectada mediante acci¢n terrorista bajo la implementaci¢n de ""Canoa Bomba"", la misma explot¢ en cercan°as a la Unidad sin dejar afectaciones de personal y material."
2025,28/08/2025,DIV7,BR4,BIGIR10,GAO-R FACCI‡N CALARCµ,BLOQUE MAGDALENA MEDIO,ESTRUCTURA 36,Fuerza P£blica,Acci¢n Terrorista,A.E.I,Colombia,Antioquia,San AndrÇs de Cuerqu°a,El Hoyo (km 9+800),"28-AGO-2025 INSTALACI‡N ARTEFACTO EXPLOSIVO (AE) ? COMBATE: Sector El Hoyo (Km 9 + 800) en coordenada aproximadas (N 6¯58'18"" W 75¯38'56"") del municipio de San AndrÇs de Cuerquia (Antioquia), integrantes del  GAO-r E-36, realizan la instalaci¢n de 01 artefacto explosivo (cilindro de gas), al llegar la unidad militar al sector son hostigados, resultando 01 SLP asesinado y 02 heridos. EVAL. A-1 PROC BIGIR. "
2025,28/08/2025,DIV3,BR3,BAMRO3,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA  JAIME MART÷NEZ,Fuerza P£blica,Hostigamiento,Pelot¢n,Colombia,Valle del Cauca,Dagua,Estacion de Policia Dagua,"??COGFM-EJC-JEMOP-DIV3-BR03-BAMRO3
? ®QUê?: 
Hostigamiento
? ®QUIêN?  
GAO-r E Jaime Mart°nez 
? ®CUµNDO?: 
2809:00AGO2025
? ®DONDE?: 
 Dagua - Valle del Cauca
? HECHOS: 
Se presenta hostigamiento a la Estaci¢n de Polic°a de Dagua desde coordenadas conocido como tres cruces coordenadas 03¯39'08.37"" N 76¯41?49.88"" O y a la Unidad Aluminio 4 desde coordenadas 03¯39'09.59? N 76¯42?00.02? O por parte de presuntos integrantes de la comisi¢n ?Dagua? de la autodenominada columna ?Ricardo Vel†squez? del GAO-r E Jaime Mart°nez, tropas y Poblaci¢n civil sin novedad.

? ACCIONES SUBSIGUIENTES 
Se informa al comando superior.

Pendiente ampliar informaci¢n 

PATRIA HONOR LEALTAD
NUESTRO COMPROMISO ES COLOMBIA
"
2025,28/08/2025,DIV5,FUDRA5,BADRA13,GAO-R FACCI‡N MORDISCO,BLOQUE CENTRAL,ESTRUCTURA ISMAEL RU÷Z,Poblaci¢n Civil,Proselitismo,Pancarta,Colombia,Tolima,Ataco,El Neme,"28-AGO-2025 DESTRUCCI‡N PANCARTA: En cumplimiento del Plan Ayacucho Plus en Desarrollo de Tareas de acci¢n decisiva La Unidad Armaged¢n 2 a Toe 00-01-10 al mando del C3. S†nchez Valencia Miguel. realiza la destrucci¢n de 01 pancarta alusiva al GAO?r Estructura Ismael Ruiz del Bloque Central Comandante Isa°as Pardo sobre la vereda El Neme en coordenadas aproximadas N 3¯28'39.6"" W 75¯29'48.9? perteneciente al municipio de Atac¢ (Tolima). EVAL. A-1 PROC. BADRA13.
"
2025,29/08/2025,DIV2,BR30,GMMAZ5,GAO ELN,SIN ESTABLECER,SIN ESTABLECER,Poblaci¢n Civil,Incineraci¢n,Vehiculo,Colombia,Norte de Santander,C£cuta,anillo vial oriental ,"28-AGO-2025, QUEMA DE VEH÷CULO: mediante informaci¢n suministrada por fuente humana y confirmada por PONAL MECUC se tiene conocimiento de la presencia de un grupo de 5 sujetos portando armas de largo alcance, los cuales se encontraban realizando retÇn ilegal, donde le prenden fuego a un veh°culo de la empresa de Postob¢n, en coordenadas geogr†ficas LN 07¯53'52.67"" - LW 72¯27'42.66"", anillo vial oriental municipio de San JosÇ de C£cuta (Norte de Santander), las autoridades competentes se encuentran en el lugar de los hechos realizando las respectivas investigaciones. EVAL. A1- PROC. GMMAZ."
2025,29/08/2025,DIV2,BR30,GMMAZ5,GAO ELN,SIN ESTABLECER,SIN ESTABLECER,Poblaci¢n Civil,Incineraci¢n,Vehiculo,Colombia,Norte de Santander,C£cuta,barrio la Parada ,"28-AGO-2025, QUEMA DE VEH÷CULO: mediante informaci¢n suministrada por fuente humana, se tiene conocimiento que 02 sujetos, le prenden fuego 01 veh°culo de marca Chevrolet en coordenadas geogr†ficas LN 07¯49'2.23""- LW 72¯27'13.37"", barrio la Parada municipio Villa del Rosario (Norte de Santander), las autoridades competentes se encuentran en el lugar de los hechos realizando las respectivas investigaciones. EVAL. A1 PROC. GMMAZ.

"
2025,31/08/2025,DIV3,BR29,BAMHE4,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA CARLOS PATI•O,Fuerza P£blica,Acci¢n Terrorista,Drone con Explosivos,Colombia,Cauca,Pat°a,Bordo,"?? CGFM-EJC-JEMOP-DIV03-BR29-BAMHE4 
 
? ®QUê?: 
Lanzamiento de artefacto explosivo 
 
? ®QUIêN?: 

GAO-r - Frente Carlos Pati§o 
 
? ®CUµNDO?: 
31 17:00 AGO 2025. 
 
? ®D‡NDE?: 

El Bordo Municipio El Pat°a  - Cauca 
 
? HECHOS: 

Por informaciones suministrada por medios abierto  y unidades de Ponal se dio a conocer un ataque con dron, cargado con explosivos contra la estaci¢n de Polic°a de El Bordo, cabecera municipal de El Pat°a (Cauca), resultando 03 uniformados heridos que fueron trasladados de inmediato al hospital local.
 
? ACCIONES SUBSIGUIENTES: 

Se informa al comando Superior. 
Se activa la REPARC 

 
 Ampliarse informaci¢n
 
 
 Patria Honor Lealtad
"
