A§o,Fecha,Divisi¢n,Brigada,Unidad Reporta Informaci¢n,GAO,FG/BLOQUE/ESTRUCTURA,SE/CM/CP./FU/FT,Tipo de Afectaci¢n,Actividad,Tipo de Actividad,Pa°s,Departamento,Municipio,Vereda o Sitio,Informaci¢n
2025,31/08/2025,DIV8,BR18,BIRAN18,GAO ELN,FG ORIENTAL,FT. DOMINGO LA÷N SANZ,Fuerza P£blica,Acci¢n Terrorista,Francotirador,Colombia,Arauca,Tame,VEREDA SIBERIA ,"31-16:20-AGO-2025 ATAQUE POR FRANCOTIRADOR Mediante el desarrollo del plan de operaciones Ayacucho, operaci¢n de estabilidad de ejes viales N¯ 31 ATLAS, la unidad BRIOSO 2 al mando del St. Perdomo Becerra Kevin, reporta ataque por francotirador con dos disparos desde el nororiente de la posici¢n de la unidad, al parecer por integrantes del GAO-ELN Comisi¢n Martha Helena Bar¢n, en coordenadas aproximadas   6¯31'51""N 71¯28'24""O en la vereda Siberia II del municipio de Tame - Arauca. Personal y material sin novedad. EVAL A1-S2 BIRAN18."
2025,01/09/2025,DIV3,BR8,BAMUR5,GAO-R FRENTE 57,GAOR INDEPENDIENTE,ESTRUCTURA 57,Fuerza P£blica,Acci¢n Terrorista,Hostigamiento,Colombia,Valle del Cauca,Sevilla,Vereda San Antonio ,"01-SEP-2025 ACCI‡N TERRORISTA: Mediante informaci¢n suministrada por fuente humana, se tiene conocimiento del hostigamiento realizado por miembros del GAO-R Frente 57 ?Yair Berm£dez? empleando armamento de largo alcance sobre la estaci¢n de PONAL en la vereda San Antonio en coordenadas aproximadas (4¯12'57.67""N 75¯56'25.13""O) del municipio de Sevilla (Valle del Cauca). EVAL. A-1 PROC. BAMUR5"
2025,01/09/2025,DIV7,BR4,BAACA4,GAO-R FACCI‡N CALARCµ,BLOQUE MAGDALENA MEDIO,ESTRUCTURA 36,Poblaci¢n Civil,Proselitismo,Instalaci¢n de Bandera,Colombia,Antioquia,Angostura,El Olivo,"01-SEP-2025 PROSELITISMO - INSTALACI‡N BANDERA : En cumplimiento del Plan de Campa§a ?Ayacucho?, Objetivo EstratÇgico No. 1 proteger la poblaci¢n civil LOE TENERIFE Objetivo intermedio No. 06. Mantener un ambiente seguro y protegido por medio de informaci¢n suministrada por REPARC se tiene conocimiento de la instalaci¢n de 01 bandera alusiva al GAO, r- E36 en la vereda El Olivo del municipio de Angostura en coordenadas aproximadas (6¯55'29.29""N-75¯20'28.82""O) EVAL B2 PROC BAACA4."
2025,01/09/2025,DIV7,BR4,BIGIR10,GAO CLAN DEL GOLFO,E. JUAN DE DIOS ÈSUGA,LUIS HERNANDO ROZO BERTEL,Poblaci¢n Civil,Confrontaci¢n,GAOr Disidencias FARC y GAO CG,Colombia,Antioquia,Toledo,La Linda,"02-SEP-25 CONFRONTACI‡N ARMADA: Mediante informaci¢n suministrada por diversas fuentes, se tiene conocimiento que presuntamente  cerca de la vereda Buenavista en el sector La Loma, La Linda   en coordenadas aprox. 06¯57?8.14??N - 75¯42?23.20??W  del municipio de Toledo, se  presentaron confrontaciones armadas entre el GAO Clan del Golfo SE ""Luis Hernando Rozo Bertel"" y el GAO,R E.36, esto por la disputa de los corredores de movilidad que comunican  las zonas veredales del municipio de Toledo y San Andres De Cuerquia. EVAL A1 PROC. BIGIR10."
2025,01/09/2025,DIV7,BR4,BIGIR10,GAO-R FACCI‡N CALARCµ,BLOQUE MAGDALENA MEDIO,ESTRUCTURA 36,Fuerza P£blica,Acci¢n Terrorista,A.E.I,Colombia,Antioquia,San AndrÇs de Cuerqu°a,El Hoyo,"01-SEP-25 ACTIVACI‡N AE: Integrantes del GAO-r E-36, sobre la v°a sector El Hoyo municipio de San AndrÇs de Cuerquia (Antioquia), en coordenadas (N 6¯58?48.19 ? W 75¯38?44.49), realizan activaci¢n de artefacto explosivo, como resultado la muerte del SS. Pardo Rojas Cesar Leonardo CC. 1.121.861.755, comandante grupo MARTE. EVAL. A-1 PROC. BIGIR. "
2025,02/09/2025,DIV3,BR3,BICOD3,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA DAGOBERTO RAMOS,Fuerza P£blica,Acci¢n Terrorista,Drone con Explosivos,Colombia,Valle del Cauca,Pradera,Sector la Primavera,"26-AGO-2025, ATAQUE FUERZA PUBLICA, seg£n radiograma No. 2025916027053363, ampliaci¢n (si), en la Primavera en coordenadas 3ß 22' 9""N 76ß 10' 41""W, del municipio de Pradera (Valle del Cauca), Tropas del Batall¢n de Ingenieros de Combate No. 3 coronel Agust°n Codazzi en desarrollo de la l°nea de operaciones loo paya, en marco de operaciones ofensivas. en cumplimiento al plan de campa§a Ayacucho plus br3, operaci¢n militar no. 024 ®ares"" (tarea ofensiva), el pelot¢n aluminio 3 agregado operacionalmente al batall¢n de ingenieros de combate no. 3, empleando la tarea de movimiento hacia el contacto, tÇcnica b£squeda y ataque, es atacada en 03 ocasiones con artefactos explosivos por una aeronave no tripulada (uas) a 200 metros de la unidad, sobre el †rea rural del corregimiento la primavera del municipio de pradera valle del cauca, al parecer por integrantes del GAO-r Estructura ?Dagoberto Ramos Ortiz?, pendiente ampliar informaci¢n. EVAL A1 PROC DIV03 BR03 BICOD."
2025,02/09/2025,DIV3,BR29,BAMHE4,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA  JAIME MART÷NEZ,Fuerza P£blica,Acci¢n Terrorista,A.E.I,Colombia,Cauca,Pat°a,Sector la Fonda,"?? CGFM-EJC-JEMOP-DIV03-BR29-BAMHE 
 
? ®QUê?: 
afectaci¢n Artefacto explosivo. 
 
? ®QUIêN?: 
ACERO 11 - BRIOSO 4. 
 
? ®CUµNDO?: 
0212:28SEP2025. 
 
? ®D‡NDE?: 
LA FONDA, MUNICIPIO EL PATIA. 
 
? HECHOS: 
En desarrollo de la Operaci¢n de acci¢n Ofensiva N¯ 026 S‡CRATES la unidad BRIOSO 4 y la Unidad ACERO 11 realizando Tarea de Reconocimiento de Ruta es afectado por medio de  Explosi¢n de carro bomba   En coordenadas aproximadas 02¯10?46? - 76¯55?45 aproximadamente teniendo el siguiente personal herido:

Cs Lozano Mej°a Juan Sebasti†n 
Esquirlas en pie
SLP G¢mez Cadavid Jorman
Esquirla en brazo derecho . 
 
? ACCIONES SUBSIGUIENTES: 
Se informa al comando superior
 Pendiente ampliaci¢n de informaci¢n
"
2025,02/09/2025,DIV3,COAPO,BATOT13,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA  JAIME MART÷NEZ,Fuerza P£blica,Acci¢n Terrorista,Drone con Explosivos,Colombia,Cauca,Su†rez,Vereda la Toma,"01-SEP-2025 ATAQUE CON DRON BASE MILITAR LA SALVAJINA: Siendo aproximadamente las 14:00 horas, la Base Militar la Salvajina, ubicada en la vereda la Toma coordenadas aproximadas 2¯55'43.07""N 76¯42'0.50""W, N£cleo PAC y en coordenadas aproximadas 2¯55'58.75""N 76¯42'1.99""O N£cleo NIEVES del municipio de Su†rez (Cauca), fueron objeto de ataque por integrantes de la Columna ?Pablo Guerrero? del GAO-r ?Jaime Mart°nez. El hecho perpetrado al interior de las inflaciones fue producto del lanzamiento de aproximadamente cinco (05) artefactos explosivos improvisados a travÇs de sistemas aÇreos no tripulados (UAS ? drones), que de manera simult†nea cayeron en los n£cleos de PAC, Nieves y la ?H? de la de la base militar. El sistema antidron de la unidad logr¢ la detecci¢n, pero no inhibi¢ el dron que efectu¢ los impactos. En el momento del ataque, la unidad se encontraba en plan de defensa orientado a contrarrestar este tipo de acciones terroristas. 
Resultado del ataque ? Personal herido:
SLP. Garaviz Vanegas Jaider
C.C. 1003839458 con heridas en brazo derecho y dedos, 
SLP. Ramos Casamachin Eduardo 
C.C. 1010155330 con herida en brazo derecho, 
SLP. Vique Timote Elkin Antonio, C.C. 11262486, herida en mejilla izquierda 
SLP. GutiÇrrez Estrada Francisco 
C.C. 1114452527 por Aturdimiento
SLP. Nunpaque Rinc¢n Omar
C.C. 1073669170 con herida en brazo izquierdo. EVAL A1 PROC BATOT13
"
2025,02/09/2025,DIV3,BR29,BAMHE4,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA CARLOS PATI•O,Fuerza P£blica,Acci¢n Terrorista,A.E.I,Colombia,Cauca,Pat°a,Estacion de Policia,"31-AGO-2025 LANZAMIENTO DE ARTEFACTO EXPLOSIVO: Por informaciones suministrada por medios abierto y unidades de Ponal se dio a conocer un ataque con dron, cargado con explosivos contra la estaci¢n de Polic°a de El Bordo, cabecera municipal de El Pat°a (Cauca), resultando 03 uniformados heridos que fueron trasladados de inmediato al hospital local. EVAL A1 OSINT S2 BAMHE4."
2025,02/09/2025,DIV3,COAPO,BATOT12,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA DAGOBERTO RAMOS,Fuerza P£blica,Acci¢n Terrorista,Drone con Explosivos,Colombia,Cauca,Torib°o,Sector Cuatro Vientos,"30-AGO-2025 ATAQUE FUERZA PUBLICA, ampliaci¢n (no), en bti cuatro vientos del municipio de Toribio (cauca), en coordenadas 3ß 3' 47"" n - 76ß 16' 41"" w, tropas del batall¢n de operaciones terrestres no. 12 tipo b en desarrollo de la l°nea de operaciones loo paya, en marco de operaciones defensivas. tropas batot12 contera 1- contera 3 en desarrollo tarea defensiva 019 arfil mediante reacci¢n inmediata ante los ataques simultaneados bti cuatro vientos, bti cominera con lanzamiento artefactos explosivos uas drone, unidad contera 3 neutraliza 01 drone del GAO-r estructura Dagoberto Ramos Ortiz tropas sin novedad evento realizado d°a 30 de agosto 2025, 

Resultados:

ataque con uas (sistema aÇreo no tripulado) adecuado con explosivos - 1 und(s) - bases fijas ejercito - bti cuatro vientos batot12 atacadas bti cuatro vientos - bti cominera destruido(a) - 1 und(s) - dron ala rotatoria - cuadric¢pteros el dron fue destruido no se ha podido recuperar. EVAL A1 PROC DIV03 BR29 BATOT12.
"
2025,02/09/2025,DIV3,COAPO,BATOT12,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA DAGOBERTO RAMOS,Fuerza P£blica,Acci¢n Terrorista,Drone con Explosivos,Colombia,Cauca,Torib°o,Sector la Estrella,"30AGO-2025, ATAQUE FUERZA PUBLICA, seg£n radiograma no. 2025712027041883 ampliaci¢n (no), en bti la estrella en coordenadas 2ß 58' 27""N - 76ß 17' 11""W, del municipio de Toribio (Cauca), Tropas del Batall¢n de Operaciones Terrestres No. 12 tipo b en desarrollo de la l°nea de operaciones loo paya, en marco de operaciones ofensivas. tropas batot12 batallador 1 en desarrollo tarea ofensiva 020 aaron bti la estrella fue atacada mediante lanzamiento artefactos explosivos con drone (uas) entrando en combate contra Gao-r Estructura ?Dagoberto Ramos Ortiz? tropas sin novedad 

Resultados: 
ataque con uas (sistema aÇreo no tripulado) adecuado con explosivos - 1 und(s) - bases fijas ejercito - bti la estrella batot12 fue atacada con 06 granadas con medio lanzamiento uas drone EVAL A1 PROC DIV03 BR29 BATOT12.
"
2025,02/09/2025,DIV7,BR11,BIRIF31,GAO CLAN DEL GOLFO,E. ROBERTO VARGAS GUTIêRREZ,ULDAR CARDONA RUEDA,Poblaci¢n Civil,Confrontaci¢n,GAO ELN y GAO CG,Colombia,Bol°var,San Jacinto del Cauca,<Nulo>,"02-SEP-25 CONFRONTACI‡N ARMADA: El d°a Zaragoza procedente de zona rural, sector El Salto, vereda Puerto Jobo, del municipio San Jacinto, Sur de Bol°var, distante a 3 horas del casco urbano, ingresa a la morgue municipal, por cercan°a, trasladado por personal de la Funeraria Campo de Paz, el cuerpo sin vida cuerpo sin vida, de gÇnero masculino, sin identificar, presenta herida en regi¢n temporal lado izquierdo, el occiso viste prendas militares y brazalete de la S.E. ?Uldar Cardona Rueda?, del Gao Clan del Golfo. M¢viles: combate entre grupos armados en coordenadas aproximadas 8¯13'54.56""N 74¯44'20.02""O, en jurisdicci¢n de San Jacinto Cauca Sur de Bol°var. Modalidad sicariato. Inspecci¢n tÇcnica a cad†ver realizada por personal UBIC Zaragoza. Diligencias dejadas a disposici¢n de la Fiscal°a 21 de Zaragoza, mediante NUNC.136546099052202500008."
2025,02/09/2025,DIV2,BR30,GMMAZ5,GDO,SIN ESTABLECER,SIN ESTABLECER,Poblaci¢n Civil,Acci¢n Terrorista,Autom¢vil con Explosivos,Colombia,Norte de Santander,San Cayetano,CASCO URBANO,", QUEMA DE VEHICULO: Mediante informaci¢n obtenida por fuente humana  y confirmada por Ponal Mecuc, se tiene conocimiento de la quema de 01 veh°culo tipo cami¢n  de la empresa Postob¢n  expendedora de gaseosa, seg£n informa la fuente que 04 sujetos llegaron hasta este sector en coordenadas geogr†ficas aproximadas LN 07¯52'40.2"" LW 72¯37'27.9"", Municipio de San Cayetano (Norte de Santander) , 02 una motocicleta marca empire color gris y otra motocicleta marca socialista color roja, los cuales rociaron gasolina sobre el veh°culo y proceden a prenderle fuego, los cuales tomaron rumbo la v°a al municipio el Zulia. Hasta el momento no informan de personas civil afectado, las autoridades competentes se encuentran a la espera de ingresar hasta el lugar de los hechos para realizando las respectivas investigaciones. EVAL: A1 - PROC: GMMAZ."
2025,02/09/2025,DIV4,BR7,BAACA7,GDO,SIN ESTABLECER,SIN ESTABLECER,Poblaci¢n Civil,Proselitismo,Panfleto,Colombia,Meta,Puerto Gait†n,CASCO URBANO ,"02-SEP-2025 PROSELITISMO: Mediante informaci¢n recolectada por fuentes abiertas (OSINT), se tuvo conocimiento de la aparici¢n de un panfleto, en coordenadas aproximadas LN 4¯18'50.54"" - LW 72¯ 4'49.85"" en el municipio de Puerto Gait†n (Meta). Este hecho representa una amenaza significativa para la estabilidad y seguridad en la regi¢n, al generar zozobra en la poblaci¢n civil, particularmente en gremios como el transporte informal (moto, taxistas), prestamistas, comerciantes y trabajadores del sector fluvial. El panfleto est† firmado por una supuesta organizaci¢n denominada: ""Renacer ERPAC - EjÇrcito Revolucionario Popular Antiterrorista de Colombia."" Direccionada a los presuntos colaboradores de la segunda Marquetalia, nombrando a un sujeto de nombre ?Guillermo Torres?, el cual ser°a presuntamente comandante de dicho grupo armado. EVALC3PROC S2 BAACA-7."
2025,02/09/2025,DIV7,BR4,BAACA4,GAO ELN,FG DRC,CP. HêROES DE TARAZA,Poblaci¢n Civil,Proselitismo,Instalaci¢n de Bandera,Colombia,Antioquia,Yarumal,CEDE•O,"02-SEP-2025 INSTALACION BANDERA GAO ELN: De acuerdo con informaci¢n suministrada, se tuvo conocimiento sobre la instalaci¢n de una bandera alusiva al GAO ELN en el casco urbano del corregimiento de Cede§o de Yarumal - (Ant), en coordenadas aproximadas (07¯04'16.19""N - 75¯21'17.53""W), instalada por integrantes Compa§°a HÇroes de Taraza GAO-ELN. EVAL. A-1 PROC. S2 BAACA4.
"
2025,03/09/2025,DIV7,BR15,BIJUL15,GAO ELN,FG OCCIDENTAL,FT. CACIQUE CALARCµ,Poblaci¢n Civil,Incineraci¢n,Vehiculo,Colombia,Choc¢,Tad¢,Pe§as del Olvido,"03-SEP-2025 QUEMA VEHICULO: Por informaci¢n de fuente humana se conoce sobre la quema de 03 veh°culos en el eje vial Tado - Guarato, sector Pe§as del Olvido Ccoordenadas aproximadas 5¯21Ô14?N 76¯12Ô18?W municipio de Tado Choco, al parecer por integrantes del Frente Cacique Calarca GAO ELN. EVAL. A-1 PROC. BIJUL."
2025,03/09/2025,DIV8,BR18,BITAF59,GAO ELN,FG ORIENTAL,FT. DOMINGO LA÷N SANZ,Fuerza P£blica,Acci¢n Terrorista,A.E.I,Colombia,Arauca,Tame,Laureles ,"02-14:10-09-2025, ACCION TERRORISTA (AEI): La unidad Antorcha1 es hostigada bajo fuego por armas largas por la Comisi¢n Martha Elena Bar¢n del GAO ELN, unidad inicia fuego y maniobra, posteriormente es apoyada con la unidad Antorcha3, Balcan11, Brioso1, Durante el  desplazamiento de los veh°culos blindados de Brioso1 para apoyo a la Antorcha1 sobre el sector de la Vda. laureles1 -Tame- Arauca, en coordenadas aproximadas 06¯39'30.65""N 71¯27'30.29""O  le es activado artefacto explosivo improvisado (AEI) Sobre la v°a terciaria, sacando 01 veh°culo de la v°a. La unidad recupera el veh°culo el cual presenta da§o en la direcci¢n y se extrae remolcado; el automotor no sufre da§os adicionales. Unidades reportan tropas sin novedad EVAL A1, MEDIOS ABIERTOS S2 BITAP59."
2025,03/09/2025,DIV7,BR4,BIPEB32,GAO CLAN DEL GOLFO,E. JUAN DE DIOS ÈSUGA,EDWIN ROMµN VELµSQUEZ VALLE,Fuerza P£blica,Acci¢n Terrorista,A.E.I,Colombia,Antioquia,Frontino,Gargola,"03-SEP-2025 AFECTACI‡N AEI: En desarrollo de tarea defensiva ordop No. 009 ?SAPORI?, pelot¢n HÇrcules 2, mediante registro a fuego directo en el per°metro de la BASMIL Gargola, Municipio de Frontino, Antioquia, en coordenadas aproximadas LN 06¯45'43.00"" ? LW 76¯15'39.00""W, se observa un sujeto que sale huyendo de una mata monte, donde el Suboficial cdte de escuadra, en una decisi¢n, inicia persecuci¢n del sujeto y cae en un †rea preparada con AEI, perdiendo el pie izquierdo. EVAL. A1. PROC. S2 BIPEB32."
2025,03/09/2025,DIV7,BR4,BIPEB32,GAO CLAN DEL GOLFO,E. JUAN DE DIOS ÈSUGA,EDWIN ROMµN VELµSQUEZ VALLE,Fuerza P£blica,Hostigamiento,Escuadra,Colombia,Antioquia,Frontino,G†rgola,"03-SEP-2025 HOSTIGAMIENTO: En desarrollo de tarea defensiva ORDOP No. 009 ?SAPORI?, pelot¢n HÇrcules 2, fue hostigado con r†fagas de fusil, y sobrevuelo de drones en la base militar G†rgola municipio de Frontino (Antioquia), desde el sector sur de la base coordenadas aproximadas 06¯45'42""N - 75¯15'39""W, el parecer por integrantes de la SE. Edwin Rom†n Vel†squez  GAO Clan del Golfo, donde los centinelas reaccionan y se activa el plan de reacci¢n y contraataque donde se desarrolla la situaci¢n, resultando 01 SL18 herido. 

PERSONAL HERIDO

Sl18 RUIZ LOPEZ JUAN ANDRES 
CC. 1073972491
EVAL. A-1 PROC. BR04."
2025,03/09/2025,DIV1,BR19,BASRO48,GAO ELN,FG DRC,FT. LUIS JOSê SOLANO SEPÈLVEDA,Poblaci¢n Civil,Desplazamiento Forzado,Poblaci¢n Civil,Colombia,Bol°var,Arenal,corregimientos de Santo Domingo y San Agust°n,"03-SEPTIEMBRE-2025 DESPLAZAMIENTO:  desplazamiento masivo, al parecer causado por integrantes del Frente Luis JosÇ Solano Sep£lveda del GAO - ELN, en el Corregimiento Santo Domingo en coordenadas aproximadas N 08¯22?03.75? W 74¯07?49.62?, Arenal ? Bol°var. estar°an amenazando y sacando de manera forzada a la poblaci¢n civil de los corregimientos de Santo Domingo y San Agust°n, ha llegado un aproximado de 250 personas hacia el casco urbano del municipio de Arenal, concentr†ndose en el polideportivo municipal. EVAL C3 PROC BASRO48."
2025,03/09/2025,DIV2,BR30,BIJOS,GAO ELN,SIN ESTABLECER,SIN ESTABLECER,Poblaci¢n Civil,Confrontaci¢n,GAOr Disidencias FARC y GAO ELN,Colombia,Norte de Santander,Tib£,vereda Veinte de Julio,"CONFRONTACION ARMADA: De acuerdo a monitoria t†ctica y fuente humana casual, se tiene conocimiento de las confrontaciones armadas que se estar°an presentando entre integrantes del GAO-ELN contra el GAO-r E33, en coordenadas geogr†ficas de referencia LN 08¯40'55.48"" ? LW72¯51'24.41"", vereda Veinte de Julio del municipio de Tib£ Norte Santander, donde se evidencia explosiones y r†fagas de fusil sobre este sector, donde al parecer habr°an muertos y heridos de las dos estructuras armadas. EVAL: B3 ? PROC: BIJOS30"
2025,03/09/2025,DIV7,BR15,BIPLI12,GAO ELN,FG OCCIDENTAL,FT. MANUEL HERNANDEZ EL BOCHE,Poblaci¢n Civil,Acci¢n Terrorista,A.E.I,Colombia,Choc¢,Llor¢,MAMBU,"03-SEP-2025 INSTALACI‡N AE: mediante informaci¢n suministrada por fuente humana casual, se tuvo conocimiento de la posible presencia de 01 sujeto conocido como alias richard presunto integrante del componente armado del frente manuel hern†ndez el boche del gao eln en el sector conocido como mumbu del municipio de lloro, departamento del choc¢, en coordenadas aproximadas  05¯35'50.32""n - 76¯24'2.18?w, indica la fuente que al parecer este sujeto se habr°a accidentado cuando se encontraba instalando un artefacto explosivo se le detona gener†ndole m£ltiples heridas en el cuerpo, as° mismo la sujeto alias paola hab°a realizado coordinaciones para que llevaran, medicamentos hacia dicho sector con el fin de poderle prestar los primeros auxilios. EVAL. C-1 PROC. S-2 BIPLI. "
2025,04/09/2025,DIV2,BR30,BIJOS,GAO ELN,SIN ESTABLECER,SIN ESTABLECER,Poblaci¢n Civil,Confrontaci¢n,GAOr Disidencias FARC y GAO ELN,Colombia,Norte de Santander,Tib£,vereda Oru,"CONFRONTACI‡N ARMADA: Mediante informaci¢n suministrada por fuente humana casual, se tuvo conocimiento sobre confrontaciones entre estructuras del GAO ELN y el GAOR E33 en la vereda Oru, municipio de Tib£ (Norte de Santander), en coordenadas geogr†ficas de referencia LN 08¯41'29.03"" ? LW 72¯46'52.87"". De acuerdo con lo manifestado por la fuente, en el sector referido se escucharon m£ltiples disparos y explosiones, producto de los enfrentamientos. Estas acciones se desarrollan en el marco de la disputa por el control territorial y el dominio sobre el †rea de injerencia. EVAL. A1 PROC. BICON50.

"
2025,04/09/2025,DIV8,BR18,GMRPI18,GAO ELN,FG ORIENTAL,FT. DOMINGO LA÷N SANZ,Fuerza P£blica,Hostigamiento,Polic°a Nacional,Colombia,Arauca,Saravena,CASCO URBANO,"El d°a 03 de septiembre del 2025 siendo aproximadamente las 11:32 am, se efect£a una acci¢n terrorista mediante plan pistola contra la estaci¢n de Polic°a del Municipio de Saravena (Arauca), en coordenadas aproximadas LN  6¯57'24.34"" LW 71¯52'34.62""; acci¢n en la cual resultaron 02 Polic°as heridos y 02 fallecidos integrantes de la SIJIN Saravena, de acuerdo a los hechos recolectados por fuentes casuales, esta acci¢n al parecer fue perpetrada por 02 sujetos presuntamente conocidos como a. Juan o Maestro y a. burro, al parecer integrantes de la Redes de Apoyo al Terrorismo RAT de la Comisi¢n Ernesto Che Guevara GAO ELN, los cuales presuntamente se movilizaban en una motocicleta pulsar NS 200 color negro sin placas. (Sin m†s datos de interÇs)"
